address_full,street,house_number,postal_code,city,sale_price,ask_price,sale_date,list_date,delist_date,transport_date,days_on_market,area_m2,rooms,bedrooms,bathrooms,toilets,year_built,type,subtype,energy_label,maintenance_inside,maintenance_outside,vve_monthly_fee,has_garden,garden_type,garden_area_m2,has_balcony,has_terrace,outdoor_text,heating,hot_water,has_lift,floor,has_storage,has_parking,has_garage,garage_type,notes,source_file,lat,lng
"Elandsgracht 59 2V, 1016 TN Amsterdam",Elandsgracht,59 2V,1016TN,Amsterdam,390000.0,350000.0,,2025-05-29,2025-07-22,2025-07-22,21.0,33.0,1.0,1.0,,,2020.0,Appartement,Bovenwoning,A,Goed,Goed,94.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,,
"Keizersgracht 704 2V, 1017 EV Amsterdam",Keizersgracht,704 2V,1017EV,Amsterdam,860000.0,860000.0,,2025-09-11,,,61.0,93.0,3.0,2.0,1.0,,1703.0,Appartement,Bovenwoning,,Goed,Goed,182.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Laurierstraat 218 3, 1016 PT Amsterdam",Laurierstraat,218 3,1016PT,Amsterdam,585000.0,585000.0,,2024-12-06,2025-02-25,2025-02-14,43.0,54.0,3.0,2.0,1.0,,1930.0,Appartement,Bovenwoning,A,Goed,Goed,129.09,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,,
"Eerste Looiersdwarsstraat 29 H, 1016 VL Amsterdam",Eerste Looiersdwarsstraat,29 H,1016VL,Amsterdam,475000.0,475000.0,,2025-09-01,,,57.0,46.0,2.0,1.0,1.0,,1775.0,Appartement,Benedenwoning,E,Goed,Goed,70.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1750 (1).rtf,,
"Oude Looiersstraat 38 2, 1016 VJ Amsterdam",Oude Looiersstraat,38 2,1016VJ,Amsterdam,775000.0,795000.0,,2024-03-22,2024-10-29,2025-02-07,215.0,90.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,D,Goed,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1400.rtf,,
"Zoomstraat 37 1, 1078 XH Amsterdam",Zoomstraat,37 1,1078XH,Amsterdam,850000.0,750000.0,,2025-05-16,2025-06-11,2025-07-29,18.0,78.0,3.0,2.0,2.0,,1930.0,Appartement,,C,Goed,Goed,157.0,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (4).rtf,,
"Eerste Laurierdwarsstraat 20, 1016 PZ Amsterdam",Eerste Laurierdwarsstraat,20,1016PZ,Amsterdam,525000.0,525000.0,,2025-03-28,2025-04-28,,32.0,52.0,,,,,1906.0,Woonhuis,,,,,,False,,,False,False,,,,False,,False,False,False,,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1126.rtf,,
"Keizersgracht 159 3, 1016 DP Amsterdam",Keizersgracht,159 3,1016DP,Amsterdam,475000.0,475000.0,,2025-09-08,,,64.0,39.0,2.0,1.0,1.0,,1935.0,Appartement,Bovenwoning,,Goed,Goed,90.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Utrechtsestraat 53 B, 1017 VJ Amsterdam",Utrechtsestraat,53 B,1017VJ,Amsterdam,740535.0,625000.0,,2025-02-10,2025-03-14,2025-04-17,29.0,67.0,3.0,2.0,1.0,,1718.0,Appartement,Bovenwoning,,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (4).rtf,,
"Elandsgracht 84 2, 1016 TZ Amsterdam",Elandsgracht,84 2,1016TZ,Amsterdam,455000.0,429000.0,,2025-01-10,2025-02-06,2025-03-03,22.0,42.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,True,True,,Elektrisch,Elektrisch,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,,
"Keizersgracht 590 C, 1017 EN Amsterdam",Keizersgracht,590 C,1017EN,Amsterdam,1075000.0,1075000.0,,2025-11-03,,,62.0,114.0,3.0,2.0,2.0,,1785.0,Appartement,,,Goed,Goed,242.13,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Prinsengracht 12 1, 1015 DV Amsterdam",Prinsengracht,12 1,1015DV,Amsterdam,945000.0,945000.0,,2025-09-19,,,261.0,95.0,4.0,2.0,2.0,,1906.0,Appartement,,,Goed,Goed,100.0,True,Patio,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Eerste Laurierdwarsstraat 15 H, 1016 PV Amsterdam",Eerste Laurierdwarsstraat,15 H,1016PV,Amsterdam,375000.0,375000.0,,2025-10-23,,,5.0,36.0,2.0,1.0,1.0,,1878.0,Appartement,Benedenwoning,D,Goed,Goed,109.0,True,Achtertuin,7.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1753.rtf,,
"Tweede Laurierdwarsstraat 53 1, 1016 RA Amsterdam",Tweede Laurierdwarsstraat,53 1,1016RA,Amsterdam,599000.0,599000.0,,2024-05-21,2025-08-18,2025-02-03,154.0,71.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,C,Goed,Goed,80.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401.rtf,,
"Lauriergracht 114 2, 1016 RR Amsterdam",Lauriergracht,114 2,1016RR,Amsterdam,1250000.0,1250000.0,,2024-11-26,2025-04-10,2025-05-22,134.0,109.0,4.0,3.0,2.0,2.0,1906.0,Appartement,Bovenwoning,,Goed,Goed,250.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,,
"Laurierstraat 26 4, 1016 PM Amsterdam",Laurierstraat,26 4,1016PM,Amsterdam,400000.0,395000.0,,2024-11-22,2025-01-08,2025-01-13,33.0,54.0,2.0,1.0,1.0,,1871.0,Appartement,Bovenwoning,C,Goed,Goed,120.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,,
"Jekerstraat 110 3, 1078 MJ Amsterdam",Jekerstraat,110 3,1078MJ,Amsterdam,850000.0,799000.0,,2025-06-27,2025-08-28,2025-10-03,40.0,92.0,4.0,3.0,2.0,,1930.0,Appartement,Bovenwoning,C,Goed,Goed,175.19,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2103 (1).rtf,,
"Oude-IJselstraat 7 2, 1078 CL Amsterdam",Oude-IJselstraat,7 2,1078CL,Amsterdam,485000.0,425000.0,,2025-09-25,2025-11-03,2026-01-05,21.0,51.0,2.0,1.0,1.0,,1934.0,Appartement,Bovenwoning,E,Goed,Goed,239.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (5).rtf,,
"Prinsengracht 236 E, 1016 HE Amsterdam",Prinsengracht,236 E,1016HE,Amsterdam,1050000.0,1050000.0,,2025-08-28,,,75.0,119.0,4.0,3.0,2.0,,1765.0,Appartement,Bovenwoning,,Goed,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Laurierstraat 50 A, 1016 PN Amsterdam",Laurierstraat,50 A,1016PN,Amsterdam,525000.0,475000.0,,2024-10-23,2024-11-18,2025-01-03,17.0,50.0,2.0,1.0,1.0,,2013.0,Appartement,Bovenwoning,A,Goed,Goed,75.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,,
"Keizersgracht 343 A, 1016 EH Amsterdam",Keizersgracht,343 A,1016EH,Amsterdam,2200000.0,2200000.0,,2025-09-22,,,155.0,160.0,4.0,3.0,2.0,2.0,1740.0,Appartement,Benedenwoning,,Goed,Goed,,True,Achtertuin,85.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Molenbeekstraat 12 2, 1078 XD Amsterdam",Molenbeekstraat,12 2,1078XD,Amsterdam,626000.0,550000.0,,2025-10-03,2025-11-03,2025-12-16,26.0,66.0,3.0,2.0,1.0,,1931.0,Appartement,,E,Goed,Goed,133.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0825 (1).rtf,,
"Hazenstraat 17 3, 1016 SM Amsterdam",Hazenstraat,17 3,1016SM,Amsterdam,545000.0,495000.0,,2024-06-21,2024-08-29,2024-08-05,28.0,54.0,3.0,2.0,1.0,,1908.0,Appartement,Bovenwoning,D,Redelijk,Goed,260.0,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401 (2).rtf,,
"Diezestraat 20 2, 1078 JR Amsterdam",Diezestraat,20 2,1078JR,Amsterdam,1534000.0,1450000.0,,2025-04-08,2025-07-15,2025-07-15,21.0,152.0,5.0,4.0,2.0,,1929.0,Appartement,Bovenwoning,B,Uitstekend,Uitstekend,180.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0826.rtf,,
"Prinsengracht 382 2, 1016 JA Amsterdam",Prinsengracht,382 2,1016JA,Amsterdam,600000.0,600000.0,,2025-11-06,,,34.0,51.0,3.0,2.0,1.0,,1933.0,Appartement,Bovenwoning,,Uitstekend,Goed,150.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Keizersgracht 131 E, 1015 CJ Amsterdam",Keizersgracht,131 E,1015CJ,Amsterdam,1200000.0,1200000.0,,2025-06-23,,,141.0,112.0,2.0,1.0,1.0,,1880.0,Appartement,Bovenwoning,,Uitstekend,Goed,364.6,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Raamstraat 33 K, 1016 XL Amsterdam",Raamstraat,33 K,1016XL,Amsterdam,625000.0,625000.0,,2025-09-30,,,84.0,58.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,A,Goed,Goed,262.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1749.rtf,,
"Deurloostraat 44 2, 1078 JC Amsterdam",Deurloostraat,44 2,1078JC,Amsterdam,715000.0,625000.0,,2025-03-20,2025-04-23,2025-05-16,29.0,92.0,4.0,3.0,1.0,,1933.0,Appartement,Bovenwoning,B,Redelijk,Redelijk,39.14,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,,
"Keizersgracht 227 A, 1016 DV Amsterdam",Keizersgracht,227 A,1016DV,Amsterdam,1500000.0,1500000.0,,2025-09-01,,,158.0,149.0,7.0,3.0,2.0,,1700.0,Appartement,Benedenwoning,,Goed,Goed,,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Utrechtsedwarsstraat 48 L, 1017 WG Amsterdam",Utrechtsedwarsstraat,48 L,1017WG,Amsterdam,400000.0,375000.0,,2025-06-18,2025-09-02,2025-09-23,69.0,40.0,1.0,1.0,1.0,,2007.0,Appartement,Bovenwoning,A,Goed,Goed,72.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (2).rtf,,
"Herengracht 268 O, 1016 BW Amsterdam",Herengracht,268 O,1016BW,Amsterdam,2200000.0,2200000.0,,2025-04-17,,,208.0,223.0,6.0,2.0,1.0,,1906.0,Appartement,Benedenwoning,,Goed,Goed,,True,Achtertuin,400.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Keizersgracht 130 A, 1015 CW Amsterdam",Keizersgracht,130 A,1015CW,Amsterdam,985000.0,985000.0,,2025-09-17,,,55.0,117.0,3.0,2.0,2.0,,1755.0,Appartement,Benedenwoning,C,Uitstekend,Uitstekend,252.0,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Deurloostraat 58 1, 1078 JE Amsterdam",Deurloostraat,58 1,1078JE,Amsterdam,658750.0,635000.0,,2025-07-03,2025-08-14,2025-09-02,27.0,84.0,4.0,3.0,1.0,,1928.0,Appartement,,E,Redelijk,Redelijk,286.0,False,Geen tuin,,True,True,,,Elektrisch,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,,
"Elandsstraat 68 B, 1016 SG Amsterdam",Elandsstraat,68 B,1016SG,Amsterdam,760000.0,795000.0,,2023-12-14,2024-03-01,2024-02-29,49.0,97.0,6.0,2.0,2.0,2.0,1725.0,Appartement,Bovenwoning,,Goed,Goed,130.0,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (2).rtf,,
"Utrechtsestraat 55 C, 1017 VJ Amsterdam",Utrechtsestraat,55 C,1017VJ,Amsterdam,626000.0,475000.0,,2025-03-05,2025-04-10,2025-04-17,22.0,60.0,5.0,3.0,1.0,,1718.0,Appartement,Bovenwoning,A,Redelijk,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (4).rtf,,
"Jekerstraat 62 3, 1078 ME Amsterdam",Jekerstraat,62 3,1078ME,Amsterdam,1050000.0,935000.0,,2025-03-13,2025-06-05,2025-06-05,29.0,117.0,6.0,4.0,1.0,,1929.0,Appartement,Bovenwoning,D,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2103 (1).rtf,,
"Roerstraat 73 1, 1078 LK Amsterdam",Roerstraat,73 1,1078LK,Amsterdam,856000.0,725000.0,,2024-11-11,2025-01-16,2025-01-16,32.0,89.0,5.0,3.0,1.0,,1930.0,Appartement,Bovenwoning,D,Goed,Goed,204.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511 (1).rtf,,
"Tuinstraat 179 H, 1015 PC Amsterdam",Tuinstraat,179 H,1015PC,Amsterdam,500000.0,499000.0,,2024-08-27,2025-08-01,2025-08-01,340.0,49.0,2.0,1.0,,,1944.0,Appartement,Benedenwoning,,Goed,Goed,125.0,True,Achtertuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,,
"Prinsengracht 14 K, 1015 DV Amsterdam",Prinsengracht,14 K,1015DV,Amsterdam,825000.0,825000.0,,2025-09-23,,,49.0,65.0,3.0,2.0,1.0,,1990.0,Woonhuis,,C,Goed,Goed,,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Herengracht 98 D, 1015 BS Amsterdam",Herengracht,98 D,1015BS,Amsterdam,735000.0,735000.0,,2025-09-04,,,68.0,82.0,2.0,1.0,1.0,,1745.0,Appartement,Bovenwoning,,Goed,Goed,212.19,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Keizersgracht 391 D, 1016 EJ Amsterdam",Keizersgracht,391 D,1016EJ,Amsterdam,850000.0,850000.0,,2025-06-20,,,169.0,87.0,3.0,2.0,1.0,,1671.0,Appartement,Bovenwoning,,Goed,Goed,95.08,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Tweede Laurierdwarsstraat 45 III, 1016 RA Amsterdam",Tweede Laurierdwarsstraat,45 III,1016RA,Amsterdam,510000.0,510000.0,,2024-01-29,2024-02-19,2024-04-15,16.0,42.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,A,Uitstekend,Uitstekend,84.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401.rtf,,
"Oude-IJselstraat 24 1, 1078 CN Amsterdam",Oude-IJselstraat,24 1,1078CN,Amsterdam,480000.0,485000.0,,2025-04-22,2025-07-01,2025-08-05,50.0,63.0,3.0,2.0,,,1923.0,Appartement,,C,Goed,Goed,163.0,False,Geen tuin,,True,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (5).rtf,,
"Tuinstraat 48 1, 1015 PE Amsterdam",Tuinstraat,48 1,1015PE,Amsterdam,1125000.0,1125000.0,,2025-09-01,2025-10-09,,39.0,116.0,4.0,3.0,1.0,,1944.0,Appartement,Bovenwoning,F,Goed,Goed,185.55,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,,
"Herengracht 108 D, 1015 BT Amsterdam",Herengracht,108 D,1015BT,Amsterdam,825000.0,825000.0,,2025-09-11,,,61.0,94.0,3.0,2.0,1.0,,1740.0,Appartement,Bovenwoning,,Goed,Goed,243.32,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Deurloostraat 61 3L, 1078 HT Amsterdam",Deurloostraat,61 3L,1078HT,Amsterdam,851000.0,795000.0,,2025-03-03,2025-05-16,2025-06-17,17.0,85.0,5.0,3.0,1.0,,1929.0,Appartement,Bovenwoning,D,Goed,Goed,203.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,,
"Lijnbaansgracht 228, 1017 PH Amsterdam",Lijnbaansgracht,228,1017PH,Amsterdam,515000.0,480000.0,,2025-03-28,2025-05-30,2025-05-30,27.0,50.0,3.0,2.0,,,1979.0,Appartement,Bovenwoning,B,Goed,Goed,260.2,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Raamstraat 35 1, 1016 XL Amsterdam",Raamstraat,35 1,1016XL,Amsterdam,410000.0,399000.0,,2025-01-24,2025-06-18,2025-04-22,64.0,44.0,2.0,1.0,1.0,,1959.0,Appartement,,D,Redelijk,Redelijk,160.0,False,Geen tuin,,False,False,,,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0800 (1).rtf,,
"Deurloostraat 126 3, 1078 JK Amsterdam",Deurloostraat,126 3,1078JK,Amsterdam,963000.0,900000.0,,2024-12-24,2025-01-30,2025-03-28,33.0,160.0,6.0,5.0,2.0,,1929.0,Appartement,Bovenwoning,D,Redelijk,Goed,288.52,False,Geen tuin,,True,True,,,elektrisch,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,,
"Lauriergracht 69 H, 1016 RG Amsterdam",Lauriergracht,69 H,1016RG,Amsterdam,395000.0,395000.0,,2025-09-01,,,52.0,38.0,2.0,1.0,1.0,,1939.0,Appartement,Benedenwoning,G,Goed,Goed,157.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,,
"Biesboschstraat 56 3, 1078 MX Amsterdam",Biesboschstraat,56 3,1078MX,Amsterdam,760000.0,715000.0,,2025-07-17,2025-11-04,2025-10-24,28.0,75.0,3.0,2.0,1.0,,1929.0,Appartement,Bovenwoning,C,Goed,Goed,128.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511.rtf,,
"Nieuwe Spiegelstraat 26 B, 1017 DG Amsterdam",Nieuwe Spiegelstraat,26 B,1017DG,Amsterdam,2000000.0,2000000.0,,2025-09-11,,,146.0,168.0,5.0,3.0,2.0,,1692.0,Appartement,Maisonnette,A+,Uitstekend,Uitstekend,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552.rtf,,
"Elandsgracht 144 1, 1016 VC Amsterdam",Elandsgracht,144 1,1016VC,Amsterdam,338000.0,295000.0,,2025-02-04,2025-05-16,2025-04-02,30.0,27.0,2.0,1.0,,,1913.0,Appartement,Bovenwoning,F,Goed,Goed,62.5,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,,
"Herengracht 149 2, 1015 BH Amsterdam",Herengracht,149 2,1015BH,Amsterdam,1250000.0,1250000.0,,2025-09-15,,,92.0,130.0,6.0,3.0,2.0,2.0,1652.0,Appartement,Bovenwoning,C,Goed,Redelijk,150.0,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Prinsengracht 258 B, 1016 HG Amsterdam",Prinsengracht,258 B,1016HG,Amsterdam,625000.0,625000.0,,2025-07-16,,,347.0,66.0,2.0,1.0,1.0,,1870.0,Appartement,Bovenwoning,B,Goed,Goed,,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Biesboschstraat 58 4, 1078 MX Amsterdam",Biesboschstraat,58 4,1078MX,Amsterdam,410000.0,350000.0,,2024-11-15,2025-01-28,2025-01-21,35.0,44.0,3.0,2.0,1.0,,1929.0,Appartement,Bovenwoning,B,Goed,Goed,105.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511.rtf,,
"Herengracht 268 2V, 1016 BW Amsterdam",Herengracht,268 2V,1016BW,Amsterdam,1300000.0,1300000.0,,2025-09-25,,,141.0,144.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,,Uitstekend,Uitstekend,382.82,True,Achtertuin,540.0,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Passeerdersstraat 51 B, 1016 XB Amsterdam",Passeerdersstraat,51 B,1016XB,Amsterdam,750000.0,750000.0,,2025-02-11,2025-04-11,2025-04-11,48.0,91.0,3.0,2.0,1.0,,1999.0,Appartement,Bovenwoning,B,Goed,Goed,190.68,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (3).rtf,,
"Elandsstraat 40 B, 1016 SG Amsterdam",Elandsstraat,40 B,1016SG,Amsterdam,553700.0,450000.0,,2024-01-24,2024-03-26,2024-03-26,22.0,54.0,2.0,1.0,1.0,,1905.0,Appartement,Benedenwoning,,Matig,Goed,,True,Achtertuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (2).rtf,,
"Oude Looiersstraat 52, 1016 VK Amsterdam",Oude Looiersstraat,52,1016VK,Amsterdam,1295000.0,1295000.0,,2024-02-27,2024-05-13,2024-05-13,77.0,130.0,4.0,3.0,1.0,,1875.0,Woonhuis,,B,Uitstekend,Goed,,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1400.rtf,,
"Victorieplein 45 11, 1078 PD Amsterdam",Victorieplein,45 11,1078PD,Amsterdam,1250000.0,1150000.0,,2024-11-13,2025-02-24,2025-02-24,28.0,126.0,3.0,2.0,1.0,,1930.0,Appartement,,,Goed,Goed,402.55,False,Geen tuin,,True,True,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (2).rtf,,
"Prinsengracht 514 A, 1017 KJ Amsterdam",Prinsengracht,514 A,1017KJ,Amsterdam,2149000.0,2149000.0,,2025-06-05,,,211.0,192.0,5.0,2.0,2.0,,1690.0,Appartement,Benedenwoning,,Goed,Goed,250.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Elandsgracht 41 1, 1016 TN Amsterdam",Elandsgracht,41 1,1016TN,Amsterdam,1400000.0,995000.0,,2025-08-26,2025-09-26,2025-09-26,28.0,212.0,14.0,7.0,5.0,5.0,1916.0,Woonhuis,,G,Redelijk,Redelijk,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,,
"Diezestraat 6 2, 1078 JP Amsterdam",Diezestraat,6 2,1078JP,Amsterdam,1262062.0,1300000.0,,2025-07-05,2025-08-18,2025-09-30,38.0,145.0,5.0,4.0,2.0,,1930.0,Appartement,Bovenwoning,A,Uitstekend,Uitstekend,166.93,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0826.rtf,,
